"x-value","y-value","z-value","timestamp","travel-mode"
"-3.667917","4.7022123","12.899959","04-11-2017 17:19:18","Walk"
"-4.414908","4.6160207","13.934254","04-11-2017 17:19:18","Walk"
"-5.209783","4.1946416","13.819332","04-11-2017 17:19:18","Walk"
"-4.5394063","3.9552212","14.001291","04-11-2017 17:19:18","Walk"
"-4.2425256","2.825158","13.790602","04-11-2017 17:19:18","Walk"
"-4.8458643","1.1109096","14.480132","04-11-2017 17:19:18","Walk"
"-12.354081","6.8091097","7.8625584","04-11-2017 17:19:22","Walk"
"-8.475474","3.5913026","10.802638","04-11-2017 17:19:24","Walk"
"4.0222588","11.971008","-7.1730285","04-11-2017 17:19:26","Walk"
"3.1507695","13.445837","-3.7062242","04-11-2017 17:19:26","Walk"
"1.9536686","15.907076","-2.6144683","04-11-2017 17:19:26","Walk"
"-4.510676","16.117765","-4.548983","04-11-2017 17:19:27","Walk"
"-4.0892963","17.621325","-16.117765","04-11-2017 17:19:27","Walk"
"-5.133168","8.063671","13.723564","04-11-2017 17:19:28","Walk"
"-0.9672575","12.29662","8.350976","04-11-2017 17:19:31","Walk"
"4.55856","12.631808","5.3438582","04-11-2017 17:19:32","Walk"
"4.3382936","12.430696","5.2385135","04-11-2017 17:19:32","Walk"
"-5.353435","12.871228","-6.1866174","04-11-2017 17:19:33","Walk"
"-2.9783869","11.674128","-7.872135","04-11-2017 17:19:33","Walk"
"-4.261679","12.0093155","-10.582372","04-11-2017 17:19:33","Walk"
"-2.6719291","11.233594","-11.15698","04-11-2017 17:19:33","Walk"
"-3.074155","10.563218","-8.762778","04-11-2017 17:19:35","Walk"
"-1.2641385","12.670115","-6.5026517","04-11-2017 17:19:35","Walk"
"-1.0055647","14.192827","-0.4405331","04-11-2017 17:19:35","Walk"
"1.1683705","13.867216","5.995081","04-11-2017 17:19:35","Walk"
"2.0111294","12.660539","8.408437","04-11-2017 17:19:35","Walk"
"3.064578","13.292608","5.085284","04-11-2017 17:19:35","Walk"
"3.5817258","14.144943","3.1411927","04-11-2017 17:19:35","Walk"
"-0.31603462","10.898406","-10.812215","04-11-2017 17:19:35","Walk"
"-7.3645644","15.073894","-3.7828386","04-11-2017 17:19:35","Walk"
"-8.312668","14.384364","-0.79487497","04-11-2017 17:19:35","Walk"
"-8.647857","12.880805","1.7717092","04-11-2017 17:19:35","Walk"
"-14.221559","6.799533","0.9864111","04-11-2017 17:19:36","Walk"
"-13.733141","5.803545","-1.4077905","04-11-2017 17:19:36","Walk"
"-10.97502","9.452309","-2.72939","04-11-2017 17:19:36","Walk"
"-12.220005","9.615114","1.3790601","04-11-2017 17:19:36","Walk"
"-13.40753","8.714894","4.9895163","04-11-2017 17:19:36","Walk"
"-12.449849","7.0006456","5.3438582","04-11-2017 17:19:36","Walk"
"-10.007763","9.586384","-4.3861775","04-11-2017 17:19:37","Walk"
"-12.842498","8.485051","-3.41892","04-11-2017 17:19:37","Walk"
"-12.564771","7.6614456","0.06703765","04-11-2017 17:19:37","Walk"
"-12.124237","6.9623384","4.6351743","04-11-2017 17:19:37","Walk"
"-11.36767","6.6271505","6.1004257","04-11-2017 17:19:37","Walk"
"-10.927136","8.331821","7.632715","04-11-2017 17:19:37","Walk"
"-10.084377","8.226477","5.899313","04-11-2017 17:19:37","Walk"
"-12.708423","5.1906295","2.6623523","04-11-2017 17:19:38","Walk"
"-15.26543","4.462792","6.349423","04-11-2017 17:19:38","Walk"
"-14.279019","3.7828386","4.003105","04-11-2017 17:19:38","Walk"
"-14.54717","9.500193","8.647857","04-11-2017 17:19:38","Walk"
"-14.33648","10.534488","8.6574335","04-11-2017 17:19:38","Walk"
"-12.679692","8.408437","3.7349546","04-11-2017 17:19:38","Walk"
"-12.861651","7.73806","-0.5746084","04-11-2017 17:19:39","Walk"
"-14.33648","5.583278","-0.29688102","04-11-2017 17:19:39","Walk"
"-15.44739","3.8594532","2.5570073","04-11-2017 17:19:39","Walk"
"-15.552734","2.9496565","6.4739213","04-11-2017 17:19:39","Walk"
"-14.058752","6.742072","3.8881836","04-11-2017 17:19:39","Walk"
"-15.188815","10.611102","9.356541","04-11-2017 17:19:39","Walk"
"-13.637373","8.465898","5.21936","04-11-2017 17:19:39","Walk"
"-13.474567","4.4915223","-1.0726024","04-11-2017 17:19:40","Walk"
"-14.671668","2.6240451","1.1300632","04-11-2017 17:19:40","Walk"
"-15.02601","1.0821792","5.506664","04-11-2017 17:19:40","Walk"
"-15.619772","0.8714894","6.493075","04-11-2017 17:19:40","Walk"
"-14.192827","3.2561142","-1.6759412","04-11-2017 17:19:40","Walk"
"-14.729129","6.8665705","1.5227122","04-11-2017 17:19:40","Walk"
"-15.140931","11.645397","9.002198","04-11-2017 17:19:40","Walk"
